id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16031419,Studio @ Club Wyndham Avenue Plaza,5146,Jorge,,Central City,29.93573,-90.07951,Entire home/apt,230,3,3,2022-04-03,0.04,5,0,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16051219,Wyndham La Belle Maison Urban Resort Condo,91115529,Julie,,Central Business District,29.94985,-90.06701,Entire home/apt,300,3,12,2022-03-01,0.17,15,358,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16054828,Modern By-Water Home,37625340,Tiffany,,St. Claude,29.96709,-90.03521,Entire home/apt,136,2,81,2022-07-03,1.17,5,172,6,"19STR-01539, 20-ostr-01183"
16070071,Marengo Street Guesthouse,104694580,Samantha,,Milan,29.93116,-90.09987,Entire home/apt,95,2,188,2022-08-21,2.67,1,34,38,"19STR-11315, 20-ostr-2138"
16080808,HH Whitney House Bed & Breakfast on the Esplanade,104792142,Glen,,Seventh Ward,29.9718,-90.07154,Private room,795,3,9,2022-04-03,0.14,4,268,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16106449,Uptown Spacious 3 BR House Near Magazine & State,74171211,Clay,,West Riverside,29.92153,-90.12195,Entire home/apt,292,2,89,2022-08-19,1.28,3,198,29,"20STR-01901, 20-OSTR-0190"
16109268,Modern Lofts Steps to Bourbon Street,95683904,Brad,,Central Business District,29.95171,-90.07064,Entire home/apt,169,3,16,2022-07-31,0.98,18,0,14,"21-CSTR-06111, 20-OSTR-00047"
16137505,Historic 2-Story in Family/Tourist Friendly Area,105282976,Mia,,St. Thomas Dev,29.92906,-90.07403,Entire home/apt,550,3,89,2022-06-19,1.29,1,126,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16150969,"Large Rm, Own Entrance, by Tulane Univ, StreetCar",48187766,Olive,,East Carrollton,29.94306,-90.12732,Private room,56,30,31,2019-11-23,0.45,24,365,0,
16174549,Wyndham Avenue Plaza Garden District On St.Charles,91115529,Julie,,Lower Garden District,29.93447,-90.07898,Private room,300,3,4,2022-04-05,0.06,15,358,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16177259,Uptown Near Audubon Park!,74171211,Clay,,West Riverside,29.92059,-90.12184,Entire home/apt,600,30,4,2018-04-30,0.06,3,186,0,17STR-09975/17STR-09976
16184771,Tangerine Dream -Marigny,47787040,Dave,,Marigny,29.96698,-90.0519,Entire home/apt,109,30,69,2020-02-18,1.00,2,180,0,City registration pending
16189237,The Royal Elysian - Entire Marigny Guesthouse,87969031,Supreeya,,Marigny,29.9653,-90.05681,Entire home/apt,613,3,149,2022-08-30,2.18,2,236,28,"20CSTR-26603, 19-OSTR-26695"
16190346,Lower Garden District Boutique 12,11372242,Thiamanti,,Central City,29.93548,-90.07624,Entire home/apt,125,2,173,2022-07-28,2.56,40,31,28,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16204328,Ursulines Historic Creole Mansion-5 bed/3 bath,323664718,Nichole,,Treme - Lafitte,29.96496,-90.06571,Entire home/apt,421,1,130,2022-08-14,1.88,29,149,29,"19STR-11922, 20-OSTR-02200"
16226205,Romantic Luxury Artist Cottage Near French Quarter,31178083,Andy,,Central City,29.94265,-90.07788,Entire home/apt,86,3,218,2022-09-08,3.22,3,0,49,"19STR-00000, 19-OSTR-0000"
16226441,Cozy Studio Apartment Upper garden district,97320777,Dominique,,East Riverside,29.91857,-90.09108,Entire home/apt,99,30,285,2022-05-07,4.12,3,332,14,"17str-08947, 19-ostr-0000"
16230229,Sunny Side Uptown,15357546,Tom And Susan,,Leonidas,29.95467,-90.13238,Entire home/apt,130,30,64,2021-09-04,0.92,7,341,0,17STR-10355
16239826,🇺🇦Ursulines Historic Creole Cottage (D),323664718,Nichole,,Treme - Lafitte,29.96317,-90.06679,Entire home/apt,475,1,131,2022-08-21,1.89,29,116,23,"17STR-08292, 20-OSTR-02200"
16244212,Bright & Sunny CBD FQ Convention Center Area Condo,74907357,Annie,,Central Business District,29.950481414794922,-90.06790161132812,Entire home/apt,187,2,216,2022-07-06,3.12,7,267,29,"20-CSTR-28241, 20-OSTR-01161"
16256231,Marigny Shotgun Double- Walk to the French Quarter,12942382,Billy,,Marigny,29.96737,-90.05334,Entire home/apt,207,1,174,2022-07-05,2.51,1,150,38,"20-RSTR-33930, 20-OSTR-33931"
16270107,Carrollton Home Style Comfort on Pritchard Place,84729064,John,,Leonidas,29.96162,-90.11893,Private room,55,4,34,2022-07-04,0.72,2,78,14,"20STR-20337, 20-OSTR-20334"
16272491,Nice 2Br French Quarter apartment,9632192,Susan,,French Quarter,29.962,-90.05943,Entire home/apt,75,30,48,2021-03-29,0.70,3,136,0,"19STR-70461, 19-OSTR-26182"
16315680,1 Bedroom @ Wyndham La Belle Maison,5146,Jorge,,Central Business District,29.95036,-90.06889,Entire home/apt,200,4,3,2022-03-18,0.04,5,0,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16319653,Big Easy Condo 4 (close to the action),5480237,Big Easy Management,,Treme - Lafitte,29.9636,-90.06787,Entire home/apt,86,1,97,2022-08-06,1.45,2,338,16,"20STR-20935, 20OSTR-20935"
16321951,Wyndham Avenue Plaza Resort Lovely Garden District,91115529,Julie,,Lower Garden District,29.93381,-90.07947,Entire home/apt,275,3,5,2022-03-01,0.09,15,353,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16325965,Authentic New Orleans Gem,106858159,Victoria,,Fairgrounds,29.9828,-90.07327,Entire home/apt,182,2,38,2022-08-14,0.71,2,135,7,"19STR-23811, 20-ostr-1617"
16325966,Spacious  New Orleans Home,106858159,Victoria,,Old Aurora,29.93151,-90.01335,Entire home/apt,189,2,85,2022-08-08,1.40,2,134,21,"19STR-22272, 20-ostr-1612"
16338062,Super comfy & centrally located house,23001524,Lauren,,Fairgrounds,29.98348,-90.07497,Entire home/apt,105,2,127,2022-08-11,1.84,1,154,21,"20STR-21057, 20-OSTR-0000"
16350475,Studio with Garden and Balcony near French Quarter,107060371,Stephanie,,St. Roch,29.98778,-90.06519,Entire home/apt,100,30,362,2020-02-24,5.27,1,83,0,City registration pending
16364298,🇺🇦Ursulines Historic Creole Cottage (E),323664718,Nichole,,Treme - Lafitte,29.96493,-90.0668,Entire home/apt,490,1,141,2022-08-22,2.08,29,144,32,"20Str-02941, 20-Ostr-02200"
16367541,Pre 1860 Creole Cottage: Historic Magazine Street,107191182,Jessica,,Irish Channel,29.92597,-90.08136,Entire home/apt,300,2,70,2022-05-29,1.01,1,246,23,"18STR-17738, 20-OSTR-0037"
16367562,St. Roch’s Guest House!,107191996,Janice,,St. Roch,29.9704,-90.05616,Entire home/apt,300,3,39,2022-08-16,0.58,1,337,18,"20STR-01150, 20-OSTR-1145"
16406089,1 Bedroom @ Wyndham Avenue Plaza,5146,Jorge,,Central City,29.93575,-90.07948,Entire home/apt,205,3,1,2022-04-03,0.19,5,0,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16429061,Muffin's Space New Orleans - (17STR-04607),107713372,Tina,,Navarre,29.98869,-90.11027,Entire home/apt,279,2,103,2022-09-07,1.58,1,204,27,20RSTR-30260
16430559,Fabulous New Renovation Close to Downtown,36313064,Angel,,Old Aurora,29.91596,-89.99474,Entire home/apt,109,2,221,2022-09-05,3.19,2,155,45,"20RSTR-32187, 20OSTR-32188"
16453106,Artist Ellen Macomber's Home,1185002,Ellen,,Central City,29.936527543877833,-90.08031105299553,Entire home/apt,600,2,17,2019-07-06,0.25,1,249,0,"22-rstr-08096, 22-OSTR-08108"
16467654,Steps to French Quarter & Frenchmen St. Two Bedroom Condo,99109096,"Hospitality Of New Orleans III, LLC",,Marigny,29.96642,-90.06259,Entire home/apt,121,1,228,2022-09-02,3.32,1,9,40,"20-CSTR-26673, 20-OSTR-00690"
16467920,Cozy Cottage with pet friendly backyard,106619739,Amanda,,Leonidas,29.95644,-90.12585,Entire home/apt,98,30,94,2022-06-30,1.36,1,0,3,City registration pending
16477860,Southern Charm- French Quarter Getaway,108164372,Thomas,,Marigny,29.96483,-90.06126,Entire home/apt,135,3,105,2022-09-05,1.52,3,200,38,"22-RSTR-10299, 22-OSTR-14122"
16478007,City Park / short ride to the Quarter / upstairs,108165373,Joann,,Mid-City,29.98267,-90.10361,Entire home/apt,60,30,64,2022-04-29,0.97,2,104,4,17STR-10822
16508184,Amazing~LoGarden~3 Mo. Lease~Furnished~+Utilities,101243345,Emm Jean Louis,,Central City,29.94235,-90.07495,Entire home/apt,55,90,0,,,1,0,0,
16519806,Art-filled historic home—French Quarter 10min walk,105622681,Lauren,,Seventh Ward,29.97186,-90.06042,Entire home/apt,120,3,315,2022-08-15,4.61,1,53,33,"19STR-21537, 19-OSTR-0000"
16532605,"ELEGANT GENTILLY DUPLEX -Downstairs, Quarter 5 min",75762556,Kevin,,Gentilly Terrace,29.99946,-90.05786,Entire home/apt,210,2,16,2022-09-04,0.24,2,269,4,"21-RSTR-19981, 21-OSTR-19985"
16539152,Holy Cross Retreat Short ride to French Quarter,88113637,Andy,,Holy Cross,29.95984,-90.01892,Entire home/apt,175,30,23,2020-02-26,0.49,2,173,0,
16544312,Beautiful & Spacious 2br/2ba in Bywater,87247967,Elizabeth,,Bywater,29.96182,-90.04134,Entire home/apt,150,2,104,2022-09-06,1.54,1,27,29,"17STR-06353, 17OSTR-06353"
16547330,The Moon 6br Your Own Contemporary Boutique Hotel,774950,Graham,,Bywater,29.96135,-90.04284,Entire home/apt,835,1,146,2022-08-28,2.18,5,303,30,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16554389,Peace and Joy Real Estate LLC,108995650,John,,Leonidas,29.9507,-90.13391,Entire home/apt,150,30,16,2019-10-31,0.28,1,30,0,17STR-20374
16554456,Street Car Room,85842976,Christine & Nikita,,Seventh Ward,29.98453,-90.06541,Private room,85,1,17,2019-10-27,0.25,6,343,0,"20STR-00455, 20-OSTR-00455"
16560108,Moon 301 - Crescent Moonrise Suite - 1 BR - 1 Bath,774950,Graham,,Bywater,29.96315,-90.0429,Private room,80,1,94,2022-09-05,1.37,5,60,51,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16560542,Moon 201 - Crescent Moonset Suite - 1BR - 1 Bath,774950,Graham,,Bywater,29.96338,-90.04295,Private room,80,1,78,2022-09-06,1.22,5,70,42,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16560722,Moon 101 - Full Moon Suite - 2BR 2.5 Bath + Living,774950,Graham,,Bywater,29.96339,-90.04289,Entire home/apt,174,1,41,2022-08-19,0.59,5,65,32,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16560747,NEW 2BR Luxury Apt | Canal St View,99430572,Giani,,Central Business District,29.95353,-90.06781,Entire home/apt,308,2,58,2022-07-12,0.85,31,365,12,"17STR-03789, 20-OSTR-0263"
16561184,CANAL ST PRIVATE BALCONY 2BR w Exposed Brick G26,99430572,Giani,,Central Business District,29.95138,-90.06827,Entire home/apt,433,3,9,2022-05-09,0.15,31,365,2,"17STR-03775, 20-OSTR-0263"
16561569,Moon 401 - Half Moon Suite - 2BR - 2 Bath,774950,Graham,,Bywater,29.96345,-90.04109,Entire home/apt,100,1,68,2022-09-05,1.01,5,70,42,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16561799,Spacious 5-Star Home: Walk to Music & Restaurants,50199437,Jim,,St. Roch,29.97125,-90.05306,Entire home/apt,216,30,79,2022-08-01,1.17,1,93,4,City registration pending
16571247,Cozy Home in New Orleans!,49958946,Linda,,St. Claude,29.97528,-90.03377,Entire home/apt,155,2,116,2022-07-03,1.72,1,1,24,"21-RSTR-01686, 20-OSTR-21414"
16576852,At home in Carrollton,109241561,Mary,,Marlyville - Fontainbleau,29.9532,-90.1171,Private room,111,2,111,2022-07-02,1.64,1,72,13,"18STR-12419, 20-OSTR-0698"
16579387,"shaw's suite, family-friendly  17STR-07109",109274989,Darlene,,St. Claude,29.97491,-90.03865,Entire home/apt,195,2,27,2022-07-04,0.40,1,316,3,"19STR-13477, 19-OSTR-00000"
16579633,Albert's Place A,42934323,Albert,,Central Business District,29.95528,-90.07388,Private room,300,30,22,2018-09-02,0.32,11,0,0,City registration pending
16587590,Super Host!  MidCity Trolley $1.25- 2 Block Away.,109379086,Briggette,,Mid-City,29.96999,-90.08987,Entire home/apt,200,30,83,2020-03-08,1.24,1,246,0,18STR-14824
16587644,Albert's Place B,42934323,Albert,,Central Business District,29.95305,-90.07487,Private room,300,30,15,2018-09-05,0.22,11,0,0,City registration pending
16588106,Canal St Apt w Exposed Brick G58,99430572,Giani,,Central Business District,29.95327,-90.06747,Entire home/apt,127,2,123,2022-08-16,1.79,31,347,38,"17STR-03784, 20-OSTR-0263"
16589062,Albert's Entire Place,42934323,Albert,,Central Business District,29.95449,-90.07385,Entire home/apt,160,30,58,2020-02-23,0.86,11,0,0,17STR-08870
16603678,Charming Shotgun w/ easy access to Frenchmen & FQ,71959937,Kelsey,,Seventh Ward,29.97471,-90.05749,Entire home/apt,42,30,75,2022-07-03,1.09,1,48,4,17STR-06600
16614479,Albert's Downtown Apartment A,42934323,Albert,,Central Business District,29.95513,-90.07489,Private room,300,30,32,2018-09-19,0.47,11,0,0,City registration pending
16614976,Albert's Downtown Apartment B,42934323,Albert,,Central Business District,29.9551,-90.07581,Private room,300,30,17,2017-11-05,0.25,11,0,0,City registration pending
16615144,Albert's Luxurious Downtown Apartment,42934323,Albert,,Central Business District,29.95296,-90.07514,Entire home/apt,160,30,71,2019-03-31,1.05,11,0,0,18STR-01608
16619486,Secluded Space for Extended Stays,6929281,Lily,,Freret,29.93649,-90.10833,Private room,59,30,41,2019-05-27,0.61,1,0,0,17STR-12490
16621323,MidCity Place marks the spot,109738215,Treniece,,Mid-City,29.96651,-90.09477,Entire home/apt,125,30,45,2021-07-04,0.67,1,0,0,City registration pending
16637675,NEW Luxury Apt w Bay Window G54,99430572,Giani,,Central Business District,29.95186,-90.06954,Entire home/apt,131,2,79,2022-08-14,1.15,31,361,18,"17STR-03796, 20-OSTR-0263"
16637750,NEW Downtown Apt | Bay Window G53,99430572,Giani,,Central Business District,29.95353,-90.06919,Entire home/apt,162,2,74,2022-07-07,1.08,31,90,12,"17STR-03797, 20-OSTR-0263"
16646171,"Fresh Uptown home, walkable near Magazine",6644791,Emily,,Touro,29.92335,-90.09869,Entire home/apt,200,2,158,2022-08-17,2.34,1,130,32,"20-RSTR-09437, 20-OSTR-21006"
16661937,City Park Short Ride to Quarter / Downstairs,108165373,Joann,,City Park,29.98306,-90.10357,Entire home/apt,65,30,56,2020-10-17,0.82,2,139,0,17STR-10819
16663867,Private Room2 FRENCHMEN ST walk to FRENCH QUARTER!,7707451,Devin,,Seventh Ward,29.97119,-90.05876,Private room,62,2,155,2020-03-14,2.26,5,0,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16665457,Historical Landmark 3BR/1BA 1 block off Magazine.,153634101,Rob,,Lower Garden District,29.93045,-90.07799,Entire home/apt,300,30,82,2022-05-29,1.26,1,89,2,20-ostr-21731
16674757,Albert's Luxury Home,42934323,Albert,,Central Business District,29.94471,-90.07512,Entire home/apt,105,30,30,2020-01-14,0.55,11,180,0,18STR-01499
16676070,Renovated Period House One Block from Magazine Street,110339761,Rebecca,,East Riverside,29.92075,-90.09048,Entire home/apt,265,1,41,2022-03-18,0.60,2,152,3,"20STR-01258, 20OSTR-01258"
16691765,"Spacious, Clean, and Cozy Bedroom in St. Roch",7485374,Zoie,,St. Roch,29.96984,-90.0522,Private room,25,1,155,2021-04-28,2.26,3,0,0,"17STR-12427, 19-OSTR-0000"
16693872,2BR New Luxury Apt w Exposed Brick G31,99430572,Giani,,Central Business District,29.95168,-90.0686,Entire home/apt,292,2,46,2022-05-22,0.67,31,365,6,"17STR-03777, 20-OSTR-0263"
16704901,"CHARMING, PRIVATE UPTOWN GEM",51850074,Teresa,,East Riverside,29.91923,-90.09947,Entire home/apt,113,2,199,2022-09-01,2.94,1,240,40,"19STR-24170, 20-OSTR-00348"
16712046,NEW Luxury Apt | Exposed Brick G57,99430572,Giani,,Central Business District,29.95354,-90.06777,Entire home/apt,126,2,83,2022-06-12,1.21,31,90,16,"17STR-03786, 20-OSTR-0263"
16717271,❤️❤️ Daily Rates Available Suite 26,110792547,Joy,,Gentilly Terrace,29.99421,-90.05081,Entire home/apt,232,30,37,2021-10-15,0.57,2,270,1,City registration pending
16718674,BUNNY'S SECRET NEW ORLEANS GARDEN HOUSE,76836055,Bunny,,Broadmoor,29.95098,-90.10403,Entire home/apt,123,2,222,2022-09-03,3.28,1,274,49,"19STR-09587, 20-OSTR-03053"
16723525,Huge Property in Great Location 2116,66925019,Bianka,,Central City,29.9359,-90.08125,Entire home/apt,313,2,127,2022-06-29,1.86,14,69,17,"19STR-70365, 19-OSTR-0364"
16725935,The District by Stay Redamo,110887182,Stay Redamo Vacation Rentals,,Lower Garden District,29.93178,-90.07472,Entire home/apt,251,2,142,2022-08-21,2.10,14,305,22,"20-RSTR-32969, 20-OSTR-02975"
16738494,"Charming & Stylish Studio, close to St Charles Ave",12311444,Cali,,Central City,29.93374,-90.08458,Entire home/apt,94,3,142,2022-08-10,2.07,2,58,8,"22-RSTR-09142, 22-OSTR-09953"
16741902,"3 room, private, luxury suite-Starting at $100",97426599,John And Sheri,,Fairgrounds,29.98238,-90.08671,Entire home/apt,100,2,86,2022-07-28,1.27,1,138,44,"18STR-17406, 20-OSTR-17406"
16741942,Garden Dist. Loft Close to Streetcar & French Qtr,14485761,Thomas,,Lower Garden District,29.93771,-90.0713,Entire home/apt,97,1,324,2022-09-05,4.73,1,49,65,"19STR-21030, 19-OSTR-2102"
16743094,NEW Luxury Apt w Camp Street View G52,99430572,Giani,,Central Business District,29.95351,-90.06904,Entire home/apt,128,2,74,2022-05-07,1.08,31,85,9,"17STR-03800, 20-OSTR-0263"
16752473,PRIVATE ENTRANCE Cozy Room for NOLA Aficionado,2984406,Nicole,,Fillmore,30.00424,-90.08233,Private room,66,2,126,2022-09-06,1.94,1,4,20,"19STR-21075, 20-OSTR-00658"
16754692,NEW CANAL ST BAY WINDOW LUXURY APT G55,99430572,Giani,,Central Business District,29.95207,-90.06902,Entire home/apt,128,2,90,2022-07-04,1.38,31,90,17,"17STR-03792, 20-OSTR-0263"
16758166,CANAL ST.  | PRIVATE BALCONY | BEST LOCATION G24,99430572,Giani,,Central Business District,29.95197,-90.06757,Entire home/apt,213,2,38,2022-05-29,0.57,31,103,11,"17STR-03773, 20-OSTR-0263"
16766448,2BR Camp St Balcony w Exposed Brick G21,99430572,Giani,,Central Business District,29.95323,-90.06947,Entire home/apt,345,2,63,2022-06-03,0.92,31,365,6,"17STR-03703, 20-OSTR-0263"
16767102,PRIVATE 2 BED 2 BATH IN HISTORIC UPTOWN BROADMOOR,49807520,Jason,,Broadmoor,29.94455,-90.10159,Entire home/apt,200,30,4,2018-02-25,0.06,1,0,0,18str-0168
16780882,Sparkling Clean in the Heart of New Orleans,108918514,Jessica,,Marlyville - Fontainbleau,29.9517,-90.10811,Entire home/apt,79,2,242,2022-08-01,3.55,1,154,34,"19STR-13454, 19-OSTR-13454"
16780923,"Downtown, FQ, Convention Area Condo with Balcony",74907357,Annie,,Central Business District,29.95048,-90.0679,Entire home/apt,136,2,185,2022-07-03,2.74,7,265,21,"20-CSTR-28242, 20-OSTR-01161"
16789000,Huge Mardi Gras Parade Home 2120,66925019,Bianka,,Central City,29.93658,-90.08197,Entire home/apt,313,2,137,2022-07-03,2.03,14,64,24,"19STR-70366, 19-OSTR-0364"
16811964,Private Room in a charming New Orleans home,16284891,Erica,,Gentilly Terrace,29.99503,-90.05382,Private room,55,1,93,2022-08-16,1.99,1,135,28,"21-RSTR-16671, 21-OSTR-16672"
16812394,Cozy Shotgun Style Home  19STR-23780,91745726,Amanda,,Tulane - Gravier,29.96316,-90.08693,Entire home/apt,150,2,53,2020-02-27,0.79,1,0,0,"19STR-23780, 20-OSTR-20448"
16827320,Explore New Orleans from an Artist's House in Milan,44368667,Kristen,,Milan,29.92928,-90.09639,Entire home/apt,193,3,170,2022-07-24,2.51,1,176,3,"21-RSTR-00807, 21-OSTR-00802"
16839507,Beautiful Private Suite Walk to French Quarter,339273806,Victoria,,Treme - Lafitte,29.96788,-90.06824,Private room,83,1,184,2022-06-07,2.78,3,40,22,"17STR-12422, 17-OSTR-12422"
16840260,Bask in the Tranquil Courtyard of Bywater Guest House,7829096,Stephanie,,Bywater,29.96204,-90.03481,Entire home/apt,89,3,315,2022-08-24,4.70,1,10,40,"19-RSTR-7001, 19-OSTR-7007"
16841677,Gorgeous Uptown Spacious Sleep 12 + Great location,92062312,Charlotte,,East Riverside,29.91963,-90.10064,Entire home/apt,450,30,52,2020-03-08,0.79,4,183,0,City registration pending
16843485,Location!  Huge Two Bedroom w/ Private Bathrooms,31178083,Andy,,Central City,29.94246,-90.07736,Entire home/apt,101,3,244,2022-09-05,3.61,3,222,47,"19STR-00000, 19-OSTR-0000"
16844319,Bohemian Chic in Historic Lower Garden District,37614659,Owen,,Lower Garden District,29.93425,-90.07173,Entire home/apt,186,2,267,2022-08-19,3.95,8,222,41,"22-CSTR-08391, 21-OSTR-17302"
16844584,Best location! On parade route! Canal St studio,99430572,Giani,,Central Business District,29.95149,-90.06776,Entire home/apt,103,3,134,2022-07-04,1.95,31,90,24,"17STR-03801, 20-OSTR-0263"
16854476,Centrally Located Fountainblue Manor Home,112258444,Christopher,,Marlyville - Fontainbleau,29.95569,-90.10565,Entire home/apt,106,2,136,2022-09-04,1.99,2,162,29,"21RSTR-18477, 22-OSTR-00673"
16861554,Affordable Studio - Long Stays Welcolme!,112344916,Foluso,,Milneburg,30.01538,-90.0499,Entire home/apt,60,30,162,2021-11-13,2.40,2,64,6,"22-RSTR-12520, 22-OSTR-12831"
16869978,Artist's mural filled shotgun home,5601521,Crista,,Lower Garden District,29.92666,-90.07755,Entire home/apt,203,7,153,2022-05-30,2.24,1,136,20,"18STR-07615, 19-OSTR-70345"
16883174,"Private Uptown Apartment, Irish Channel",112583634,Brian,,Irish Channel,29.92687,-90.07874,Entire home/apt,58,4,208,2022-09-06,3.04,1,227,25,"19STR-22210, 20-OSTR-1346"
16894055,Uptown! Magazine/Parades 1.5 blocks. Driveway!,4871861,Joan,,East Riverside,29.91897,-90.10042,Entire home/apt,165,3,29,2019-12-01,0.43,2,0,0,"19STR-11451, 19-OSTR-0000"
16916029,Beautiful Treme Home,105138283,Ryan,,Treme - Lafitte,29.97027,-90.07627,Entire home/apt,173,30,43,2020-02-24,0.64,2,179,0,City registration pending
16917696,Beautiful Historic Treme Home,105138283,Ryan,,Treme - Lafitte,29.96964,-90.07448,Entire home/apt,171,30,55,2020-02-27,0.81,2,179,0,City registration pending
16928130,Clean Modern 2br Loft Downtown,112910785,Marigny,,Central Business District,29.95182,-90.07067,Entire home/apt,115,3,166,2022-08-09,2.44,58,334,31,"21-cSTR-06762, 20-ostr-00044"
16928826,Heart of the Bywater (Side A),5576321,Brandon & Jessica,,Bywater,29.96312,-90.04557,Entire home/apt,113,30,93,2022-05-09,1.38,2,45,3,17STR-09410
16930057,Clean & Delightful,20540846,Reuel,,Treme - Lafitte,29.96453,-90.07097,Entire home/apt,70,2,184,2020-03-06,2.73,1,0,0,"19STR-15967, 19-OSTR-1596"
16933067,Mid-City Gem Close to Everywhere Great in NOLA!,19006896,Kenyattah,,Mid-City,29.96748,-90.10089,Entire home/apt,133,30,80,2022-04-07,1.18,1,269,1,17STR-11863
16942583,★ French Quarter Style + Backyard Retreat! ★,41921671,Anastasia,,Tulane - Gravier,29.96385,-90.08101,Entire home/apt,152,30,154,2022-03-23,2.25,2,164,5,"17STR-05509, 19-OSTR-7019"
16948006,Classic Uptown Living,31111321,Beverly,,Central City,29.94105,-90.08375,Private room,75,3,126,2022-08-24,1.88,5,316,25,"17STR-10407, 19-OSTR-00000"
16960571,Uptown walk a few steps to all N. O. has to offer,92062312,Charlotte,,East Riverside,29.91754,-90.09951,Entire home/apt,250,31,9,2019-07-08,0.13,4,364,0,17STR-07339
16964743,Special K's Gentilly Abode!,2323449,Karen,,Pontchartrain Park,30.01832,-90.04552,Entire home/apt,118,1,71,2022-07-30,1.08,1,78,20,"19STR-24059, 19-OSTR-0000"
16976088,Retreat and Relax 1 block off Magazine St.,113582723,Lauren,,East Riverside,29.92218,-90.08885,Entire home/apt,81,1,306,2022-09-05,4.51,1,154,72,"19STR-21968, 19-OSTR-0000"
16986081,Modern 2 BR in Midcity - 1 Block to Streetcar,113721100,Jon,,Mid-City,29.97803,-90.09729,Entire home/apt,103,2,131,2022-08-24,1.94,1,156,58,"21RSTR-13905, 21OSTR-16017"
16994658,Who Dat Steppers/Urban Swing Dance Institute ABnB,113840073,Oswald,,Seventh Ward,29.97803,-90.07452,Entire home/apt,125,2,53,2022-09-05,0.80,1,29,18,"19STR-15760, 19-OSTR-0000"
16994683,Garden District Condo,113841239,Haluk,,Lower Garden District,29.9328,-90.07305,Entire home/apt,175,2,62,2022-05-30,0.92,1,0,12,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
16999134,Stupendous Irish Channel Abode,6644345,Aaron,,Irish Channel,29.92208,-90.0808,Entire home/apt,119,1,453,2022-09-06,6.65,1,95,88,"19STR-10598, 19-OSTR-0000"
16999710,Amazing Garden District Flat on Magazine Street,51541620,Samuel,,Lower Garden District,29.93276,-90.07282,Entire home/apt,95,1,214,2022-09-06,3.15,15,26,62,"20-CSTR-31257, 22-OSTR-13685"
17011500,The Bend of Bourbon,114048780,Sammye,,French Quarter,29.96465,-90.06364,Entire home/apt,400,30,51,2021-10-31,0.76,1,179,3,19STR-03355
17014125,Irish Channel Apartment 1 block off Magazine St.,114076972,Tim,,East Riverside,29.92128,-90.08681,Entire home/apt,116,2,334,2022-09-05,4.91,1,30,57,"21-RSTR-18255, 21-OSTR-18397"
17041419,"Beautiful apartment, across from City Park!",37680385,Amanda,,City Park,29.98396,-90.10147,Entire home/apt,75,30,76,2022-08-07,1.13,1,243,3,17STR-04790
17070070,16           MagazineMansion NOLA 3 NT min CALL,4981655,Jim And Mikki,,Lower Garden District,29.932208187948568,-90.07223517488863,Entire home/apt,1399,30,67,2021-05-02,1.03,16,266,0,"20str-21595, 20-ostr-02984"
17102313,Little Extra Bungalow-Fall and Holiday Sale,99380986,Al,,St. Roch,29.96987,-90.05104,Entire home/apt,199,30,50,2022-06-09,0.75,5,312,8,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
17122694,Stylish Guesthouse in Historic Building near Audubon Park,69561042,Joseph,,West Riverside,29.92114,-90.12047,Entire home/apt,131,3,146,2022-08-28,2.17,1,53,34,20-OSTR-01277
17123338,Private guest suite on the river in Algiers Point,62445286,Sheila,,Mcdonogh,29.94673,-90.0507,Entire home/apt,75,2,216,2022-09-06,3.18,1,244,59,"21-RSTR-03310, 21-OSTR-03462"
17125361,The Yat by Stay Redamo,110887182,Stay Redamo Vacation Rentals,,Treme - Lafitte,29.964226,-90.070724,Entire home/apt,156,2,166,2022-07-04,2.45,14,304,19,"19STR-11174, 21OSTR-87645"
17142859,"Cozy, Historic, Mid-City Cottage",113005201,Natalie,,Bayou St. John,29.97471,-90.08484,Entire home/apt,112,30,26,2019-05-27,0.39,1,0,0,18STR-00272
17157437,Charming uptown shotgun.10 min from everywhere.,31690633,Jason,,Milan,29.93935,-90.10224,Entire home/apt,83,2,234,2022-09-05,3.46,1,106,17,"17STR-08391, 20-OSTR-02171"
